광역단체,기초단체,영화상영관명,총 스크린수,총 좌석수,필름 상영관수,2D 상영관수,3D 상영관수,4D 상영관수,IMAX 상영관수,전송사업자명
경상북도,경주시,롯데시네마 경주황성,6,848,0,6,1,0,0,롯데컬처웍스(주)롯데시네마
전라북도,전주시,롯데시네마 전주송천,7,686,0,7,1,0,0,롯데컬처웍스(주)롯데시네마
경기도,오산시,롯데시네마 오산(원동),5,375,0,6,1,0,0,롯데컬처웍스(주)롯데시네마
강원도,춘천시,메가박스 남춘천,7,"1,134",0,7,0,0,0,메가박스(주)
경기도,파주시,메가박스 파주금촌,7,921,0,7,1,0,0,메가박스(주)
전라남도,순천시,CGV 순천신대,9,"1,449",0,9,1,0,0,CJ올리브네트웍스(주)
전라북도,정읍시,CGV 정읍,4,553,0,4,1,0,0,CJ올리브네트웍스(주)
경기도,용인시,메가박스 용인테크노밸리,6,611,0,6,0,0,0,메가박스(주)
경기도,시흥시,메가박스 시흥배곧,6,"1,227",0,6,2,0,0,메가박스(주)
경기도,동두천시,문화극장 1관,1,218,0,2,1,0,0,(주)유유코리아
전라남도,함평군,함평자동차극장,2,180,0,2,0,0,0,문화인
경기도,고양시,메가박스 일산,8,950,0,8,2,0,0,메가박스(주)
경기도,화성시,안영채 X 모노플렉스,1,40,0,1,0,0,0,(주)디트릭스
부산시,중구,메가박스 부산극장,9,"1,372",0,9,2,0,0,메가박스(주)
서울시,동작구,메가박스 이수,6,888,0,6,1,0,0,메가박스(주)
충청북도,청주시,CGV 청주터미널,8,676,0,8,0,0,0,CJ올리브네트웍스(주)
서울시,서대문구,필름포럼,2,142,0,2,0,0,0,(주)디트릭스
경상남도,밀양시,밀양시네마,2,292,0,2,0,0,0,(주)디트릭스
대구시,중구,CGV 대구현대,6,710,0,6,3,0,0,CJ올리브네트웍스(주)
강원도,철원군,철원작은영화관 뚜루,3,228,0,3,2,0,0,(주)디트릭스
서울시,구로구,롯데시네마 신도림,5,560,0,5,2,0,0,롯데컬처웍스(주)롯데시네마
서울시,중구,서울아트시네마,1,230,1,1,0,0,0,(주)에스아이티랩
경기도,부천시,판타스틱 큐브,1,70,0,1,0,0,0,(주)디트릭스
광주시,동구,광주극장,1,856,1,1,0,0,0,(주)디트릭스
서울시,구로구,씨네큐 신도림,10,"1,115",0,10,2,0,0,(주)씨네큐
서울시,서대문구,라이카시네마,1,39,0,1,0,0,0,(주)디트릭스
충청북도,충주시,메가박스 충주,4,578,0,10,3,0,0,메가박스(주)
서울시,마포구,인디스페이스,1,186,0,1,0,0,0,(주)에스아이티랩
서울시,성북구,아리랑시네센터(서울),3,472,0,3,2,0,0,(주)디트릭스
경기도,동두천시,동광극장(구 문화극장3관),1,283,1,1,0,0,0,(주)유유코리아
경기도,동두천시,문화극장 2관,1,74,0,1,0,0,0,(주)유유코리아
인천시,중구,애관극장(인천),5,809,0,5,0,0,0,(주)디트릭스
경상북도,영주시,예당시네마,1,95,0,1,0,0,0,(주)디트릭스
서울시,광진구,KU시네마테크,1,152,1,1,0,0,0,(주)디트릭스
경기도,가평군,조종시네마,2,99,0,2,0,0,0,(주)유유코리아
경상남도,함안군,함안군 작은영화관,2,98,0,2,1,0,0,(주)유유코리아
전라남도,화순군,화순시네마,2,124,0,2,1,0,0,(주)유유코리아
인천시,부평구,인천대한극장,2,245,0,2,1,0,0,문화인
서울시,중구,대한극장(서울),12,"2,812",0,11,3,0,0,(주)유유코리아
강원도,인제군,CGV 원통,1,92,0,1,1,0,0,CJ올리브네트웍스(주)
충청남도,보령시,명보시네마,3,236,0,3,0,0,0,(주)유유코리아
강원도,영월군,영월시네마,2,149,0,2,1,0,0,(주)디트릭스
대전시,중구,대전독립영화전용관 씨네인디U,1,72,0,1,0,0,0,(주)디트릭스
전라남도,구례군,구례자연드림시네마,2,140,0,2,2,0,0,(주)유유코리아
전라북도,무주군,무주 산골 영화관,2,98,0,2,1,0,0,문화인
경기도,용인시,CGV 동백,8,"1,144",0,8,3,0,0,CJ올리브네트웍스(주)
인천시,남구,영화공간주안,4,496,0,4,0,0,0,(주)디트릭스
전라북도,전주시,조이아트시네마,1,94,0,1,0,0,0,문화인
전라북도,전주시,조이앤시네마 전주점,5,760,0,5,1,0,0,문화인
전라남도,고흥군,고흥 작은영화관,2,142,0,2,0,0,0,문화인
서울시,강남구,이봄씨어터,1,59,0,1,0,0,0,(주)디트릭스
광주시,서구,CGV 광주터미널,13,"3,166",1,15,4,1,1,CJ올리브네트웍스(주)
경상북도,울진군,엠시네마 자동차극장,1,52,0,1,0,0,0,문화인
전라북도,김제시,지평선시네마,2,99,0,2,1,0,0,문화인
서울시,강남구,CGV 청담씨네시티,6,670,0,6,6,1,0,CJ올리브네트웍스(주)
부산시,해운대구,영화의 전당,6,"4,560",5,6,2,0,0,(재) 영화의전당
충청남도,부여군,스타박스,2,166,0,2,1,0,0,(주)디트릭스
경상남도,합천군,합천시네마,2,99,0,2,1,0,0,(주)디트릭스
전라남도,완도군,완도 빙그레 시네마,2,98,0,2,1,0,0,(주)디트릭스
경기도,가평군,1939시네마,2,136,0,2,1,0,0,(주)디트릭스
전라북도,진안군,마이골 작은영화관,2,98,0,2,1,0,0,문화인
전라북도,순창군,천재의 공간 영화산책,2,149,0,2,1,0,0,문화인
전라북도,고창군,동리시네마,2,93,0,2,1,0,0,문화인
경기도,부천시,CGV 소풍,11,"1,773",1,11,2,0,1,CJ올리브네트웍스(주)
충청남도,서천군,서천군 기벌포영화관,2,154,0,2,1,0,0,문화인
광주시,북구,광주자동차극장,2,320,0,2,1,0,0,(주)디트릭스
울산시,동구,CGV 울산동구,6,412,0,6,0,0,0,CJ올리브네트웍스(주)
전라남도,순천시,루프탑시네마 모다순천,1,47,0,1,0,0,0,(주)유유코리아
전라남도,진도군,진도아리랑 시네마,2,98,0,2,1,0,0,작은영화관 사회적협동조합
강원도,횡성군,횡성시네마,2,136,0,2,1,0,0,작은영화관 사회적협동조합
전라북도,완주군,완주 휴 시네마,2,90,0,2,1,0,0,문화인
경기도,평택시,CGV 평택고덕,8,516,0,8,1,0,0,CJ올리브네트웍스(주)
서울시,종로구,CGV 대학로,10,"1,973",0,8,3,0,0,CJ올리브네트웍스(주)
부산시,해운대구,롯데시네마 센텀시티(백화점)_샤롯데,1,30,0,1,1,0,0,롯데컬처웍스(주)롯데시네마
전라북도,남원시,NH시네마,3,257,0,3,1,0,0,(주)디트릭스
부산시,강서구,CGV 부산명지,6,431,0,6,0,0,0,CJ올리브네트웍스(주)
경기도,성남시,롯데시네마 위례,7,"1,001",0,7,2,0,0,롯데컬처웍스(주)롯데시네마
경상남도,김해시,롯데시네마 김해부원,7,"1,121",0,7,2,0,0,롯데컬처웍스(주)롯데시네마
충청북도,청주시,롯데시네마 서청주(아울렛),6,"1,286",0,6,3,1,0,롯데컬처웍스(주)롯데시네마
부산시,중구,롯데시네마 광복_샤롯데,1,40,0,1,1,0,0,롯데컬처웍스(주)롯데시네마
서울시,중랑구,메가박스 상봉,7,924,0,7,1,0,0,메가박스(주)
경기도,광명시,롯데시네마 광명아울렛,7,"1,216",0,7,2,0,0,롯데컬처웍스(주)롯데시네마
인천시,부평구,롯데시네마 부평,9,"1,523",0,9,4,0,0,롯데컬처웍스(주)롯데시네마
경기도,군포시,롯데시네마 산본피트인,7,980,0,7,2,0,0,롯데컬처웍스(주)롯데시네마
서울시,종로구,CGV 피카디리1958,6,885,0,8,2,0,0,CJ올리브네트웍스(주)
충청남도,예산군,예산시네마,2,99,0,2,1,0,0,작은영화관 사회적협동조합
전라북도,전주시,CGV 전주에코시티,6,806,0,6,0,0,0,CJ올리브네트웍스(주)
경기도,수원시,메가박스 수원,5,"1,129",0,5,1,0,0,메가박스(주)
경기도,광주시,CGV DRIVE IN 곤지암,1,260,0,1,0,0,0,CJ올리브네트웍스(주)
서울시,서초구,CGV Salon 서초,1,26,0,1,0,0,0,CJ올리브네트웍스(주)
충청남도,천안시,천안인생극장,1,170,1,1,0,0,0,(주)디트릭스
경기도,용인시,CGV 기흥,6,744,0,6,0,0,0,CJ올리브네트웍스(주)
대구시,북구,CGV 대구연경,6,556,0,6,0,0,0,CJ올리브네트웍스(주)
부산시,부산진구,CGV 서면삼정타워,8,"1,244",0,8,1,0,0,CJ올리브네트웍스(주)
경상남도,김해시,CGV 김해율하,4,262,0,4,0,0,0,CJ올리브네트웍스(주)
부산시,해운대구,CGV 해운대,6,437,0,6,3,0,0,CJ올리브네트웍스(주)
경기도,화성시,롯데시네마 동탄_샤롯데,1,40,0,1,0,0,0,롯데컬처웍스(주)롯데시네마
서울시,서대문구,아트하우스모모,2,276,2,2,1,0,0,(주)디트릭스
서울시,성북구,CGV 성신여대입구,5,768,0,5,0,0,0,CJ올리브네트웍스(주)
충청남도,천안시,CGV 천안시청,8,964,0,8,1,0,0,CJ올리브네트웍스(주)
서울시,마포구,CGV 연남,6,734,0,6,1,1,0,CJ올리브네트웍스(주)
경기도,부천시,CGV 역곡,6,451,0,6,2,0,0,CJ올리브네트웍스(주)
경기도,안양시,CGV 범계,6,490,0,6,1,0,0,CJ올리브네트웍스(주)
경상북도,영천시,영천공설시장 별빛영화관,1,76,0,1,0,0,0,(주)씨네큐
인천시,연수구,CGV DRIVE IN 스퀘어원,1,200,0,1,0,0,0,CJ올리브네트웍스(주)
부산시,강서구,롯데시네마 부산명지,7,810,0,7,1,0,0,롯데컬처웍스(주)롯데시네마
인천시,남구,CGV 인천도화,6,536,0,6,0,0,0,CJ올리브네트웍스(주)
부산시,북구,메가박스 덕천,9,690,0,9,1,0,0,메가박스(주)
강원도,삼척시,삼척 가람영화관,3,268,0,3,2,0,0,(주)디트릭스
강원도,강릉시,CGV 강릉,9,"1,619",0,10,3,0,0,CJ올리브네트웍스(주)
인천시,연수구,CGV 인천연수,7,"1,543",0,7,2,0,0,CJ올리브네트웍스(주)
강원도,속초시,롯데시네마 속초,5,516,0,5,1,0,0,롯데컬처웍스(주)롯데시네마
충청북도,보은군,씨네Q 보은,2,91,0,2,1,0,0,(주)씨네큐
부산시,북구,CGV 화명,7,756,0,7,2,0,0,CJ올리브네트웍스(주)
서울시,강동구,CGV 천호,6,"1,240",0,6,4,0,1,CJ올리브네트웍스(주)
서울시,중구,CGV 명동,5,736,0,5,4,0,0,CJ올리브네트웍스(주)
서울시,중구,CGV 동대문,6,676,0,6,3,0,0,CJ올리브네트웍스(주)
서울시,강북구,CGV 수유,9,972,0,9,0,0,0,CJ올리브네트웍스(주)
서울시,강북구,CGV 미아,6,692,0,6,3,0,0,CJ올리브네트웍스(주)
부산시,남구,CGV 대연,8,"1,171",0,8,4,0,0,CJ올리브네트웍스(주)
광주시,동구,CGV 광주금남로,9,955,0,9,2,0,0,CJ올리브네트웍스(주)
부산시,해운대구,CGV 센텀시티,8,"2,062",0,8,4,1,0,CJ올리브네트웍스(주)
서울시,중랑구,CGV 상봉,7,"1,167",0,7,3,1,0,CJ올리브네트웍스(주)
경기도,김포시,CGV 김포,6,806,0,6,0,0,0,CJ올리브네트웍스(주)
서울시,용산구,CINE de CHEF 용산아이파크몰,2,114,0,4,2,0,0,CJ올리브네트웍스(주)
경기도,고양시,메가박스 백석,7,"1,222",0,8,3,0,0,메가박스(주)
경기도,화성시,CGV 동탄역,7,"1,026",0,7,2,1,0,CJ올리브네트웍스(주)
전라남도,장흥군,정남진시네마,2,99,0,2,1,0,0,(주)유유코리아
경상북도,영주시,롯데시네마 영주,6,909,0,6,2,0,0,롯데컬처웍스(주)롯데시네마
충청남도,천안시,씨네큐 천안불당,4,317,0,4,0,0,0,(주)씨네큐
전라남도,광양시,CGV 광양엘에프스퀘어,7,"1,204",0,7,2,0,0,CJ올리브네트웍스(주)
충청북도,충주시,CGV 충주교현,6,463,0,6,1,0,0,CJ올리브네트웍스(주)
경상북도,경산시,CGV 경산,7,561,0,7,0,0,0,CJ올리브네트웍스(주)
강원도,인제군,CGV 인제,3,513,0,3,0,0,0,CJ올리브네트웍스(주)
경기도,수원시,CGV 광교,7,"1,528",0,7,2,1,1,CJ올리브네트웍스(주)
광주시,광산구,CGV 광주첨단,9,"1,219",0,12,3,1,0,CJ올리브네트웍스(주)
대구시,달서구,CGV 대구월성,7,"1,247",0,7,3,0,0,CJ올리브네트웍스(주)
충청북도,청주시,CGV 청주성안길,8,904,0,8,0,0,0,CJ올리브네트웍스(주)
충청북도,청주시,CGV 청주지웰시티,8,"1,675",0,8,3,1,0,CJ올리브네트웍스(주)
충청남도,홍성군,CGV 홍성,6,869,0,6,2,0,0,CJ올리브네트웍스(주)
충청남도,천안시,CGV 천안펜타포트,11,"1,422",0,11,5,1,0,CJ올리브네트웍스(주)
충청남도,천안시,CGV 천안,8,"1,017",0,8,4,0,0,CJ올리브네트웍스(주)
충청남도,논산시,CGV 논산,5,660,0,5,1,0,0,CJ올리브네트웍스(주)
제주도,제주시,CGV 제주노형,6,857,0,6,2,0,0,CJ올리브네트웍스(주)
제주도,제주시,CGV 제주,8,842,0,8,3,1,0,CJ올리브네트웍스(주)
전라북도,전주시,CGV 전주효자,7,"1,795",0,7,4,0,1,CJ올리브네트웍스(주)
전라북도,전주시,CGV서전주,5,720,0,5,2,0,0,CJ올리브네트웍스(주)
전라남도,목포시,CGV 목포,7,"2,343",0,8,1,0,0,CJ올리브네트웍스(주)
전라남도,나주시,CGV 나주,6,665,0,6,0,0,0,CJ올리브네트웍스(주)
전라남도,광양시,CGV 광양,4,670,0,4,2,0,0,CJ올리브네트웍스(주)
인천시,서구,CGV 청라,7,"1,073",0,7,1,0,0,CJ올리브네트웍스(주)
서울시,중랑구,롯데시네마 중랑,8,973,0,8,1,0,0,롯데컬처웍스(주)롯데시네마
강원도,원주시,롯데시네마 원주무실,8,"1,079",0,8,2,0,0,롯데컬처웍스(주)롯데시네마
인천시,남구,CGV 주안역,9,"1,004",0,9,4,0,0,CJ올리브네트웍스(주)
인천시,남구,CGV 인천학익,6,"1,012",0,6,1,0,0,CJ올리브네트웍스(주)
울산시,북구,CGV 울산진장,7,"1,066",0,7,3,0,0,CJ올리브네트웍스(주)
울산시,북구,CGV 울산신천,4,363,0,4,2,0,0,CJ올리브네트웍스(주)
울산시,남구,CGV 울산삼산,11,"2,487",0,11,7,1,1,CJ올리브네트웍스(주)
대구시,달서구,롯데시네마 상인,7,"1,276",0,7,2,0,0,롯데컬처웍스(주)롯데시네마
서울시,성동구,CGV 왕십리,10,"1,770",0,10,9,1,1,CJ올리브네트웍스(주)
서울시,노원구,CGV 중계,7,"1,090",0,7,3,1,0,CJ올리브네트웍스(주)
부산시,해운대구,CINE de CHEF 센텀,2,90,0,2,2,0,0,CJ올리브네트웍스(주)
서울시,강남구,CGV 강남,7,974,0,7,4,0,0,CJ올리브네트웍스(주)
부산시,연제구,CGV 아시아드,8,"1,383",0,8,4,1,0,CJ올리브네트웍스(주)
부산시,사하구,CGV 하단아트몰링,7,888,0,7,1,0,0,CJ올리브네트웍스(주)
부산시,동래구,CGV 동래,9,"1,385",0,9,3,0,0,CJ올리브네트웍스(주)
대전시,중구,CGV 대전,9,"1,880",1,9,7,1,1,CJ올리브네트웍스(주)
대전시,서구,CGV 대전가수원,5,"1,016",0,5,1,0,0,CJ올리브네트웍스(주)
대전시,동구,CGV 대전터미널,7,"1,464",0,8,2,1,0,CJ올리브네트웍스(주)
대구시,중구,CGV 대구한일,6,"1,085",0,6,2,0,0,CJ올리브네트웍스(주)
대구시,수성구,CGV 대구스타디움,10,"1,458",0,10,6,1,0,CJ올리브네트웍스(주)
대구시,북구,CGV 대구칠곡,7,"1,099",0,7,2,0,0,CJ올리브네트웍스(주)
광주시,동구,CGV 광주충장로,5,719,0,5,0,0,0,CJ올리브네트웍스(주)
경상남도,창원시 의창구,CGV 창원더시티,6,"1,178",0,6,2,0,1,CJ올리브네트웍스(주)
경상남도,창원시 의창구,CGV 창원,6,"1,105",0,6,2,1,0,CJ올리브네트웍스(주)
경상남도,창원시 성산구,CGV 창원상남,5,593,0,5,1,0,0,CJ올리브네트웍스(주)
경상남도,양산시,CGV 양산삼호,3,411,0,3,0,0,0,CJ올리브네트웍스(주)
경상남도,거제시,CGV 거제,7,"1,223",0,7,1,0,0,CJ올리브네트웍스(주)
경기도,화성시,CGV 동탄호수공원,6,640,0,6,3,0,0,CJ올리브네트웍스(주)
대전시,서구,롯데시네마 대전센트럴,7,859,0,7,3,0,0,롯데컬처웍스(주)롯데시네마
서울시,강남구,롯데시네마 도곡,7,847,0,7,2,0,0,롯데컬처웍스(주)롯데시네마
경기도,하남시,CGV 스타필드시티위례,6,881,0,6,2,0,0,CJ올리브네트웍스(주)
경기도,포천시,CGV 포천,5,415,0,5,1,0,0,CJ올리브네트웍스(주)
경기도,파주시,CGV 파주야당,5,414,0,5,1,0,0,CJ올리브네트웍스(주)
경기도,이천시,CGV 이천,10,"1,143",0,10,4,0,0,CJ올리브네트웍스(주)
경기도,의정부시,CGV 의정부,8,"1,523",0,10,4,0,1,CJ올리브네트웍스(주)
경기도,오산시,CGV 오산중앙,8,552,0,8,1,0,0,CJ올리브네트웍스(주)
경기도,양주시,CGV 양주옥정,7,724,0,7,3,0,0,CJ올리브네트웍스(주)
경기도,시흥시,CGV 배곧,6,853,0,6,1,0,0,CJ올리브네트웍스(주)
경기도,시흥시,CGV 시흥,4,462,0,4,2,0,0,CJ올리브네트웍스(주)
경기도,수원시,CGV 수원,8,"2,189",0,8,5,1,1,CJ올리브네트웍스(주)
경기도,수원시,CGV 동수원,8,"1,251",0,8,4,1,0,CJ올리브네트웍스(주)
경기도,성남시,CGV 야탑,8,"1,326",0,8,5,0,0,CJ올리브네트웍스(주)
경기도,김포시,CGV 김포한강,4,478,0,4,1,0,0,CJ올리브네트웍스(주)
경기도,고양시,CGV 일산,9,"1,704",0,9,6,1,1,CJ올리브네트웍스(주)
경기도,고양시,CGV 고양행신,6,658,0,6,1,0,0,CJ올리브네트웍스(주)
경상북도,칠곡군,칠곡호이영화관(씨네Q),2,94,0,2,1,0,0,(주)씨네큐
경상북도,안동시,안동중앙시네마,1,144,0,1,0,0,0,(주)디트릭스
강원도,양양군,양양 작은영화관,2,94,0,2,1,0,0,(주)디트릭스
충청남도,태안군,태안시네마,2,99,0,2,1,0,0,문화인
경기도,의정부시,CGV 의정부태흥,10,"1,528",0,10,2,0,0,CJ올리브네트웍스(주)
서울시,강남구,메가박스 강남대로(씨티),4,719,0,4,2,0,0,메가박스(주)
경기도,하남시,CGV 하남미사,7,875,0,7,0,0,0,CJ올리브네트웍스(주)
경기도,파주시,헤이리시네마,1,30,0,1,0,0,0,(주)디트릭스
서울시,종로구,에무 시네마 앤 카페,2,102,0,2,0,0,0,(주)디트릭스
서울시,노원구,더숲 아트시네마,2,82,0,2,0,0,0,(주)디트릭스
충청남도,홍성군,메가박스 홍성내포,5,657,0,5,1,0,0,메가박스(주)
강원도,속초시,메가박스 속초,5,585,0,5,2,0,0,메가박스(주)
경상남도,김해시,CGV 김해장유,6,968,0,6,1,0,0,CJ올리브네트웍스(주)
경상북도,구미시,CGV 구미,10,"1,346",0,10,4,0,0,CJ올리브네트웍스(주)
경상북도,안동시,CGV 안동,6,674,0,6,2,0,0,CJ올리브네트웍스(주)
경상북도,김천시,CGV 김천율곡,5,816,0,5,1,0,0,CJ올리브네트웍스(주)
경상남도,창원시 마산합포구,롯데시네마 프리미엄 경남대,6,348,0,6,2,0,0,롯데컬처웍스(주)롯데시네마
서울시,송파구,메가박스송파파크하비오,9,"1,007",0,9,1,0,0,메가박스(주)
경기도,화성시,롯데시네마 병점,8,"1,098",0,8,2,0,0,롯데컬처웍스(주)롯데시네마
경기도,부천시,롯데시네마 부천(신중동역),8,"1,297",0,8,3,0,0,롯데컬처웍스(주)롯데시네마
대전시,서구,롯데시네마 대전둔산(월평동),10,"1,669",0,10,3,0,0,롯데컬처웍스(주)롯데시네마
광주시,동구,롯데시네마 광주(백화점)_Charlotte관,1,30,0,1,0,0,0,롯데컬처웍스(주)롯데시네마
광주시,동구,롯데시네마 광주(백화점),5,994,0,5,3,0,0,롯데컬처웍스(주)롯데시네마
인천시,중구,롯데시네마 영종하늘도시,3,270,0,3,0,0,0,롯데컬처웍스(주)롯데시네마
대구시,북구,롯데시네마 프리미엄칠곡,6,484,0,6,3,0,0,롯데컬처웍스(주)롯데시네마
대구시,서구,롯데시네마 대구광장,7,"1,300",0,7,2,0,0,롯데컬처웍스(주)롯데시네마
대구시,중구,롯데시네마 동성로_Charlotte관,1,36,0,1,1,0,0,롯데컬처웍스(주)롯데시네마
전라남도,여수시,CGV 여수웅천,8,872,0,8,2,0,0,CJ올리브네트웍스(주)
부산시,기장군,롯데시네마 동부산(아울렛),6,"1,014",0,6,2,0,0,롯데컬처웍스(주)롯데시네마
전라북도,군산시,CGV 군산,5,975,0,5,2,0,0,CJ올리브네트웍스(주)
경상북도,포항시,인디플러스 포항,1,262,0,1,0,0,0,(주)디트릭스
충청남도,보령시,CGV 보령,5,763,0,5,1,0,0,CJ올리브네트웍스(주)
서울시,강남구,롯데시네마 브로드웨이(신사),6,570,0,6,2,0,0,롯데컬처웍스(주)롯데시네마
서울시,금천구,롯데시네마 독산,8,"1,606",0,8,3,0,0,롯데컬처웍스(주)롯데시네마
충청북도,청주시,CGV 청주율량,11,"1,535",0,11,3,0,0,CJ올리브네트웍스(주)
경기도,용인시,CGV 용인,8,671,0,8,3,0,0,CJ올리브네트웍스(주)
경기도,오산시,CGV 오산,6,363,0,6,2,0,0,CJ올리브네트웍스(주)
경기도,부천시,CGV 부천,8,"1,326",0,8,4,1,0,CJ올리브네트웍스(주)
세종시,연기군,CGV 세종,7,"1,094",0,7,3,0,0,CJ올리브네트웍스(주)
대전시,동구,CGV 대전가오,7,"1,163",0,7,3,0,0,CJ올리브네트웍스(주)
강원도,홍천군,홍천시네마,2,98,0,2,1,0,0,(주)디트릭스
서울시,은평구,CGV 불광,9,"1,620",0,9,3,0,0,CJ올리브네트웍스(주)
울산시,동구,현대예술관시네마,5,"1,822",2,5,0,0,0,현대중공업(주)
강원도,정선군,고한 시네마,2,113,0,2,1,0,0,(주)디트릭스
강원도,정선군,아리아리 정선시네마,2,101,0,2,1,0,0,(주)디트릭스
전라북도,전주시,전주디지털독립영화관,1,98,1,1,0,0,0,(주)디트릭스
충청남도,청양군,청양 시네마,2,98,0,2,1,0,0,(주)디트릭스
강원도,화천군,화천 작은영화관,3,322,0,3,1,0,0,(주)디트릭스
경상남도,거창군,롯데시네마 거창,2,410,0,2,0,0,0,롯데컬처웍스(주)롯데시네마
경상북도,구미시,씨네큐 구미봉곡,5,502,0,5,1,0,0,(주)씨네큐
경상북도,경주시,씨네큐 경주보문,6,767,0,6,2,0,0,(주)씨네큐
제주도,제주시,한림 작은영화관,2,98,0,2,0,0,0,(주)디트릭스
경상남도,창원시 마산회원구,롯데시네마 마산(합성동),7,590,0,7,1,0,0,롯데컬처웍스(주)롯데시네마
경기도,성남시,CGV 성남모란,6,714,0,6,0,0,0,CJ올리브네트웍스(주)
부산시,기장군,CGV 정관,9,654,0,9,1,0,0,CJ올리브네트웍스(주)
경기도,화성시,CGV 화성봉담,4,379,0,4,0,0,0,CJ올리브네트웍스(주)
인천시,부평구,CGV 부평,10,"1,552",0,10,2,0,0,CJ올리브네트웍스(주)
강원도,원주시,메가박스 원주,8,797,0,8,3,0,0,메가박스(주)
서울시,마포구,CGV 홍대,6,936,0,6,3,0,0,CJ올리브네트웍스(주)
대전시,서구,CGV 대전탄방,6,970,0,6,3,0,0,CJ올리브네트웍스(주)
서울시,종로구,씨네큐브광화문(서울),2,365,2,2,0,0,0,(주)디트릭스
충청북도,음성군,CGV 충북혁신,5,799,0,5,1,0,0,CJ올리브네트웍스(주)
경기도,용인시,CGV 광교상현,4,406,0,4,1,0,0,CJ올리브네트웍스(주)
서울시,동작구,아트나인,2,150,0,2,1,0,0,메가박스(주)
전라북도,익산시,롯데시네마 익산모현,7,"1,243",0,7,1,0,0,롯데컬처웍스(주)롯데시네마
충청남도,당진군,CGV 당진,7,"1,075",0,7,2,0,0,CJ올리브네트웍스(주)
전라남도,순천시,CGV 순천,8,"1,188",0,8,4,0,0,CJ올리브네트웍스(주)
전라남도,목포시,CGV 목포평화광장,8,"1,300",0,8,2,0,0,CJ올리브네트웍스(주)
대전시,유성구,CGV 유성노은,5,968,0,5,2,0,0,CJ올리브네트웍스(주)
광주시,북구,CGV 광주용봉,10,"1,465",0,10,2,0,0,CJ올리브네트웍스(주)
경상남도,창원시 마산회원구,CGV 마산,7,"1,178",0,7,4,0,0,CJ올리브네트웍스(주)
경기도,평택시,CGV 평택소사,6,750,0,6,3,0,0,CJ올리브네트웍스(주)
경기도,성남시,CGV 서현,4,455,0,4,2,0,0,CJ올리브네트웍스(주)
경기도,구리시,CGV 구리,7,"1,165",0,7,3,0,0,CJ올리브네트웍스(주)
광주시,동구,광주독립영화관,1,105,0,1,0,0,0,(주)디트릭스
경상남도,창원시 마산합포구,씨네아트 리좀,1,51,0,1,0,0,0,(주)디트릭스
충청북도,청원군,메가박스 오창,8,"1,013",0,8,2,0,0,메가박스(주)
인천시,중구,메가박스 영종,6,677,0,6,0,0,0,메가박스(주)
서울시,강서구,메가박스 마곡,6,815,0,6,0,0,0,메가박스(주)
부산시,기장군,메가박스 정관,6,578,0,6,1,0,0,메가박스(주)
경기도,남양주시,메가박스 별내,6,454,0,6,0,0,0,메가박스(주)
서울시,동대문구,롯데시네마 청량리,8,"1,737",0,8,4,1,0,롯데컬처웍스(주)롯데시네마
경상남도,창원시 진해구,롯데시네마 진해,6,952,0,6,2,0,0,롯데컬처웍스(주)롯데시네마
경상남도,진주시,롯데시네마 진주혁신,7,"1,268",0,7,2,0,0,롯데컬처웍스(주)롯데시네마
경기도,남양주시,롯데시네마 진접,3,328,0,3,2,0,0,롯데컬처웍스(주)롯데시네마
전라북도,전주시,롯데시네마 전주평화,6,"1,040",0,6,3,0,0,롯데컬처웍스(주)롯데시네마
인천시,서구,롯데시네마 인천아시아드,6,"1,155",0,6,2,0,0,롯데컬처웍스(주)롯데시네마
서울시,광진구,메가박스 군자,9,"1,127",0,9,0,0,0,메가박스(주)
경기도,의정부시,롯데시네마 의정부민락,7,902,0,7,2,0,0,롯데컬처웍스(주)롯데시네마
경기도,안양시,롯데시네마 안양일번가,8,858,0,8,2,0,0,롯데컬처웍스(주)롯데시네마
충청남도,아산시,롯데시네마 아산터미널,6,"1,020",0,6,2,0,0,롯데컬처웍스(주)롯데시네마
대구시,달서구,롯데시네마 성서,9,"1,644",0,9,6,0,0,롯데컬처웍스(주)롯데시네마
대구시,중구,롯데시네마 동성로,8,"1,376",0,8,4,0,0,롯데컬처웍스(주)롯데시네마
경기도,용인시,롯데시네마 용인기흥,7,"1,091",0,7,2,0,0,롯데컬처웍스(주)롯데시네마
전라북도,군산시,롯데시네마 군산몰,7,"1,014",0,7,2,0,0,롯데컬처웍스(주)롯데시네마
경기도,광주시,롯데시네마 광주터미널,3,231,0,3,2,0,0,롯데컬처웍스(주)롯데시네마
서울시,강동구,메가박스강동,10,"1,352",0,10,0,0,0,메가박스(주)
경기도,안성시,CGV 안성,8,"1,001",0,8,2,0,0,CJ올리브네트웍스(주)
서울시,강서구,롯데시네마 김포공항_샤롯데,1,32,0,1,1,0,0,롯데컬처웍스(주)롯데시네마
대구시,중구,대구독립영화전용관 오오극장,1,55,0,1,0,0,0,(주)디트릭스
제주도,서귀포시,롯데시네마 서귀포,6,649,0,7,2,0,0,롯데컬처웍스(주)롯데시네마
경기도,광주시,CGV 경기광주,8,"1,202",0,8,2,0,0,CJ올리브네트웍스(주)
대구시,수성구,CGV 대구수성,4,804,0,4,2,0,0,CJ올리브네트웍스(주)
